PassengerId,Survived,is_Capt.,is_Col.,is_Don.,is_Dr.,is_Jonkheer.,is_Lady.,is_Major.,is_Master.,is_Miss.,is_Mlle.,is_Mme.,is_Mr.,is_Mrs.,is_Ms.,is_Rev.,is_Sir.,is_Cts.,is_Male,from_C,from_N,from_Q,from_S,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6
12,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.47464781090885,-1.4923647040688,0.2931703948707993,-0.11615739389607643,-1.8814539022351247,1.5110110963337187
13,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6687125467458029,-0.07842443107030252,-0.4866513944688253,0.034965989662863114,0.2393386939505388,-0.8329095587405758
14,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1.9400862462780946,2.9151822374013734,-0.10259313477714671,5.062246890306024,-0.7645688253528109,1.7677250837743197
15,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.6950104250111393,-0.03604041018975302,-0.4085818172523645,0.03563840424477683,0.2539857903858533,-1.3130993128196256
16,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.5593099813352138,-0.32454603588197906,-0.3449484774218583,0.03882070324615053,0.23643872456865805,2.11025137189874
17,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.9665825797234991,2.309987282639689,-0.1589945724711482,-2.1123907994850666,-0.38508020184879377,-1.3217706722255416
18,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.587696727986967,-0.20111401201771523,-0.37727896850349446,0.026545346226374923,0.2635460258856843,0.07286602112428774
19,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.3457146392546341,0.3088622266140562,-0.32153850877515316,-0.7887055540549198,0.1893571205372186,0.2508068811608507
20,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,-0.6692392745284833,-0.12125428138990817,-0.4975233936345148,0.041793555110069526,0.18510255074787446,-0.05198424295805212
21,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.4845899564429102,-0.2713676185493356,-0.31556910032020663,0.011110791875829886,0.5361820342586685,0.49705434000329907
22,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.1501555344513863,-1.0856978926946894,0.12602302654442882,-0.07834670845113414,-1.6665530953967773,-0.38136969020855666
23,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.6918975557297543,-0.04210211314360371,-0.412522458858845,0.03575740589376505,0.25440542034900854,-1.232787047974833
24,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.8332957898551957,-1.7365971309559134,0.512985641248623,-0.19187083355721357,-2.3336553022891016,-1.2276544190156613
25,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.6414136829520212,1.8530648910000311,-0.23104189658589297,-1.276570840122726,-0.3588278353491514,-1.0338642889591998
26,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1.9407579277776694,2.919244996525851,-0.10277037701502839,5.061429262786523,-0.7583020988928767,1.6871516707367804
27,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,-0.6692378552636514,-0.12125518063807325,-0.4975284086685001,0.0417932946452426,0.18510275396288128,-0.051984428010396704
28,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,3.9930711671212618,0.2811215849607447,1.4709528222479016,-0.6018212477107069,2.406354413378936,-0.7409929251949381
29,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.6900106923405063,-0.10718567386065793,-0.40306715522823394,0.0455962579707633,0.19611004327211892,-0.04874733595560072
30,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6913204258612787,-0.1063327896987693,-0.3979047797670711,0.04583638584400836,0.1962772877886005,-0.04856315190933224
31,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,-0.39712087155489323,-0.38226939836791635,-0.3396494903401912,-0.001703691176156559,0.5099964466617909,1.0207396940441258
32,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1.8279055651190084,-1.514609612787673,0.9243885455070688,-1.152183351391515,0.31155837555874033,-0.7583585520860412
33,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.6913929111243958,-0.10648918403860211,-0.4023421374836935,0.04585175827357156,0.19315086035626985,-0.04867150950306877
34,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.5823506164056638,-0.36523407834072086,-0.42490660013587855,0.05074761430483893,0.0741651327372942,2.9951555698248056
35,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,0.29218062016591556,-0.06568105924247011,-0.06915754015357933,-0.909164908688182,1.5501432982018395,0.2393869960667693
36,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.051608282060295364,-0.015772118414294534,-0.17036634724610208,-0.8548878433461814,0.8181579938119516,1.3744501165085896
37,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,-0.6692086425094751,-0.12126786169969705,-0.49749642986047843,0.04178787386716022,0.18519669946241704,-0.05198484328107074
38,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6685042763093872,-0.0828886169991686,-0.48596198248492967,0.035620530450813453,0.23560232050955077,-0.7523599774209893
39,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.0823654263243527,0.8241085558979487,-0.3001658010226284,-1.6179153631936647,0.008571352540970738,-0.5995807603352261
40,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.375045956516638,0.39171618792661933,-0.4596841603057795,-0.795003665170405,0.10474376431561944,-1.1206340622389313
41,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.3838286485907635,0.2821914687646065,-0.448463497077009,-0.7753549438800997,-0.03219286944373217,0.9740787162366951
42,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.2413009881434747,0.22798947265411604,-0.37714228592450355,-0.8108827452408031,0.22683262051071912,0.048125881549253874
43,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,-0.6913233432389885,-0.10633094124420771,-0.3978944710861012,0.04583692124393038,0.19627687006886427,-0.04856277152395742
44,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7875362153819365,1.3369844627262935,-0.2414487961869421,1.4894220734508705,0.2904341364335715,-1.5393877305115675
45,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.6922397669985988,-0.05942233885861154,-0.41044055285096853,0.03859338942451723,0.23608583279024806,-0.9105566832016121
46,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.695977168455762,-0.1031682936719192,-0.37648608312373616,0.04668880654112804,0.19890609426363973,-0.04783138161479819
47,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,-0.36747344863445447,0.3248151993784874,-0.32698519704351703,-0.7855780680882146,0.1377108070734239,0.1468030326692302
48,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.6660538299056382,-0.12254406102887856,-0.4918788825806059,0.041201506075152466,0.19677899334982285,-0.051975372377827574
49,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,-0.024107367653909327,0.7416184390680024,-0.3709097794775071,-1.6205544562732535,0.05148392682058284,0.33847277618181904
50,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.35026089636527713,0.3677841404358982,-0.33044184627853745,-0.7968742974056737,0.23339228292280786,-0.7962595328508897
51,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.8358527349736558,2.3858139447339686,0.6500920573690765,-2.0850852722758697,-0.19688694440016402,-0.8933069750793751
52,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.7010310925342247,-0.06262649661557322,-0.37907488140907164,0.04159343174106011,0.22560200485070195,-0.7483209380012968
53,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.9913078486054082,-1.0056241487684041,0.4196110146973742,-0.9953043290730035,-0.5646910137955098,1.1313640007880998
54,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.20110004245207735,0.2007919561782974,-0.3553870229989094,-0.8169459183776429,0.33191671807676154,0.20807779008463614
55,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,1.336696108761875,-1.2852423404246316,0.589890720589652,0.9885112400029888,-1.7380604733262248,2.082283186503329
56,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.5461301015147259,-1.4026306046519625,0.28835799255443945,-0.14900874906441708,-1.5733521266208175,-0.7714702096703159
57,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.5922346675603753,-0.16402138270353547,-0.4541213838204568,0.021387219827986376,0.24222864470262628,-0.6295088473443552
58,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,-0.6694600547741497,-0.11591371850221728,-0.49831720958671377,0.04100330921452634,0.18967681145935003,-0.14857304976311939
59,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.6772577474449999,1.3790023481584328,-0.29410389319539776,1.511242335671565,-0.02844700626159559,-1.3750296902923038
60,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1.839588637981317,3.1824795613686327,-0.1168773247571411,-1.7854787449003051,-0.4885007512311671,-0.2326754855218442
61,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,-0.6708121173778584,-0.0868975840665628,-0.502804377661518,0.03674848298208358,0.21396348155480807,-0.6721455493751796
62,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0358819967545065,-1.7668378790692456,0.6230225881972393,-0.22826172762553043,-0.987343026072386,-0.2714285505765714
63,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1.1891495122825637,-1.1839765640565236,0.5528643637361561,-1.028971277144699,-0.7810367181603944,0.6477957439040224
64,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,1.130255529075613,2.3843023565641617,-0.17294569977027466,-0.11613327257051516,-0.43486449193105486,-1.1824717981763708
65,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,-0.3992673684146399,-0.33628362986622173,-0.34674705766728464,-0.008445831890431917,0.5484842284510678,0.19100808031526964
66,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.09562037473066835,0.8452142098667684,-0.40009432091204405,0.3824563527288858,-0.10837451721571008,0.3181395507255386
67,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.14806095543485287,-0.7191766296846617,-0.1495828672913247,-0.03806197820387067,-0.9360322224849151,-0.4655576891819841
68,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6642352244248687,-0.07677875942629621,-0.5004112373432154,0.03345000695907631,0.24606056185938371,-0.9139825679423067
69,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0256748100885031,2.9923131918458683,0.5425617081482851,-0.8595248225193165,-1.193159957350265,0.09396854229009519
70,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.15129468994589643,0.8201671360948747,-0.3457845022344762,-1.5995907363817772,-0.23098948477578438,0.04647570474381648
71,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.5901072236076448,-0.2130238145491504,-0.4459600086372897,0.028617179831609947,0.20110512196708252,0.2565578693134636
72,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1.840630384403627,3.160158381933145,-0.11343165790265886,-1.7822061133118943,-0.5071825619874942,0.17007236967266165
73,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.0983650436267783,-0.3895151622848155,-0.17118099703233083,-0.07014258785988929,1.6593833414847203,-0.642997582895564
74,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,-0.34742954150108263,0.3266895469961778,-0.43674936464596154,-0.7918043091174336,0.13216143776896117,-0.15471826529544241
75,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.2834292881614127,-0.3073007535486709,-0.27143044912710507,-0.02811617177615397,1.2846978305167818,0.12292067690393349
76,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.25175689417050306,-0.6038926660650619,-0.10308922413698032,-0.021560733970940982,-0.9400695922676674,-0.9074629619739912
77,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.691319795076909,-0.10633318936462045,-0.39790700867106465,0.04583627008186305,0.19627737810638132,-0.0485632341548186
78,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6921277279916775,-0.10560730448682272,-0.39008824835707245,0.04598235357915005,0.19945726981076745,-0.04833329497653708
79,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.40322449615883454,0.9466443294380635,-0.2619581634004716,2.3305004070341715,0.2421896375179677,-1.9057415520180823
80,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.6566593864662859,-0.12324318120263647,-0.372541932813547,0.03961879003555705,0.29797400073299574,-0.02513828534133212
81,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6840188541877978,-0.07607250564554129,-0.39913349346326227,0.039147056484422106,0.24991817060822877,-0.6689927411786833
82,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6786518596228696,-0.10910478834072423,-0.39202495340872695,0.0430043416826229,0.2350093127840587,-0.10525135651685573
83,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.6907255649638542,-0.1068599781703891,-0.4034930614321683,0.04572875390097944,0.19404786604336588,-0.04872822155562172
84,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.255621939677214,-0.39304483465132306,-0.23290514329148393,-0.03625998145618025,0.9896248055288231,0.051028057925743456
85,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.5917953783843257,-0.14697081496808181,-0.46137500972392914,0.018535549958841237,0.25735632072019876,-0.9518730720495558
86,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.047260081515193446,1.3596847296396428,0.4984149510055731,-2.385809760925311,-0.35629852774437465,0.8342028153539699
87,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1.1142024042084346,1.914069037582554,-0.2601587658069365,2.691799863613458,-0.11602600604130577,-0.43919706513252815
88,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6934949531129824,-0.10474102875444471,-0.38525709895116006,0.04623326802909369,0.19926150602085746,-0.04815502788465955
89,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,3.9939045642591093,0.26326464141235484,1.4737093557314875,-0.5992031424399782,2.3914089647738748,-0.4187946410393335
90,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6908337082131891,-0.08173733446224384,-0.40278393020975756,0.041796737282230344,0.2211065361428386,-0.5077183202103601
91,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6897920406389257,-0.10405846393949976,-0.39933798474227605,0.04506938334090945,0.2024247140967889,-0.10497045473516861
92,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6935285160485063,-0.0629727027126372,-0.4052661392445972,0.03952301956247119,0.23160080926270915,-0.8298321118024885
93,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.7225386074305288,-0.764229424562748,0.24345232635510408,-0.9533449747953847,-0.5203913919172738,1.0530257428163659
94,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.5726341130763832,1.3805668260683697,-0.3479258355500615,1.545294301209285,-0.21920629460386729,0.19410975042223463
95,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6914702262382565,-0.2340720574744662,-0.3764007222842573,0.06617160611293109,0.07210093614815745,2.311904051273352
96,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6921406590712562,-0.10559911133687405,-0.3900425558252057,0.04598472670312875,0.1994554182962608,-0.04833160894406479
97,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,0.8432135993457981,-1.9303404493618255,0.5120030707693919,-0.16389015250310038,-2.512258094355737,2.2351687032579743
98,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,1.0513594326265776,-0.7612065228507524,0.3409088593193817,1.000744961859309,-0.7834418157368587,-0.9817890522060733
99,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.07154055772149995,0.28126159225865743,-0.30166021497233886,1.1876756311985246,0.22801393127309497,0.5921205673697327
100,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.21909544715508295,0.1905327420888931,-0.2846727550075812,-0.8101795707737278,0.3105091054058062,0.6133078243408492
101,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.6916767224006001,-0.09874607893365826,-0.399067618661762,0.04472468826494685,0.2026254792536628,-0.18542605138465884
102,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6913203470132324,-0.1063328396570007,-0.39790505838007034,0.04583637137374019,0.19627729907832311,-0.0485631621900179
103,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1.1584734550006857,-0.8010806449984599,0.40796478955762916,0.9795040220264059,-0.4628765611156248,-1.1456536912964843
104,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6577622811936619,-0.1408430405847037,-0.4873651868211451,0.041953725046750295,0.20485907187947006,0.21364846173397023
105,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.37444986679903874,0.912880684482193,0.43468174413100297,-1.551006226315613,-0.3201316205720572,0.9613202224818089
106,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6916737261748441,-0.09874797734645126,-0.3990782059557311,0.044724138394756655,0.20262590826312166,-0.1854264420507196
107,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.6945741312196116,-0.06692578553939561,-0.40671952581913695,0.040410573572652514,0.2233207223345508,-0.7492840380503953
108,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6894086895605326,-0.10771169802522819,-0.40854868882814926,0.04548725713658975,0.19396926963877542,-0.04891002394020119
109,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6895935449481656,-0.14338823797170736,-0.3921751705008007,0.05127000932284136,0.1652618125821182,0.6200697001270966
110,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.2998974408612903,0.2940022224834884,-0.2873134503678481,-0.798102481730152,0.33225502387493394,0.14498139766435283
111,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.6716109202847915,-1.5341903278222153,0.4007817817651719,-0.16028594458188114,-1.2679045922634347,0.6195497422739469
112,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.3498243755517017,0.37802751032432774,-0.44467857760625856,-0.7993315788248012,0.17512977185435255,-1.081038486453093
113,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6897833600343045,-0.07373838554137216,-0.4093460704144344,0.040218450837428185,0.22878931702409294,-0.6690087447282705
114,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.38499011541724687,0.37005756724850686,-0.4615993506505788,-0.7890020147163335,0.05044494043359876,-0.6370217768650244
115,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.6153262807259715,-0.0903608130936739,-0.4732787880767274,0.022999227082474618,0.39523997582285675,-1.0764225882858784
116,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-2.486861463794986,1.0690515602241155,5.93525828305967,0.36932893928137867,-0.027427552050825657,-0.5153725564244448
117,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,-0.6856274728999093,-0.2869007963003111,-0.3645592457244463,0.07305901210133148,0.040312324738016,3.238178719587001
118,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.24088428957455083,0.2190610008799211,-0.37576401918271063,-0.8095736926054388,0.21935989620818827,0.20922502362705617
119,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,2.7864675303699036,-1.7687292712989706,1.3814414685300933,0.6914104797094793,2.5893458025808083,-1.2604725135103498
120,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,1.4222862323854821,2.8384049322384897,-0.12859594928856136,-0.943034259020982,-0.5808409287614903,-1.1475279480656304
121,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.4337506213258871,0.5249072633019726,-0.11051867110997182,-1.7115445508181784,1.200666412138769,-0.24948403943765946
122,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6984169635496799,-0.10162243611788385,-0.36786496108987515,0.04713656004889078,0.19855675637718154,-0.04751326635390024
123,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,-0.18705557908711795,0.1823794695055703,-0.268980806188098,-0.8171564934386796,0.4077474195540762,0.49155443651065045
124,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.019842973349834002,-0.9169438806636113,-0.036530850989563574,-0.0609787280219095,-1.2756525297661798,-0.34432762852220605
125,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1.1653489813879296,-0.9484004292726762,0.43070619079721223,1.001103390509918,-0.5861765121073836,1.5124821529872539
126,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,-0.37546265508556187,0.40064465970081437,-0.46106242704757244,-0.7963127178057693,0.11221648861815028,-1.2817332043167338
127,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,-0.6941285440876988,-0.10475588320037515,-0.3926756594768808,0.04635380422748127,0.1927591634306109,-0.04831482110902666
128,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,-0.6722386468445349,-0.09477960441701226,-0.497729720874565,0.03839704877648036,0.2043567811055474,-0.5108767774197535
129,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.5936107165280987,0.3004882208140994,-0.06816153562762503,0.30748760024124916,-1.0967912939396662,-0.16379311395710333
